Crypto_Code,price,date
USDT,1.00044192725929,2023-12-27
USDT,1.0000983285923544,2023-12-28
USDT,1.000087664271301,2023-12-29
USDT,1.0002420997944512,2023-12-30
USDT,1.000231589551929,2023-12-31
USDT,0.9994629773716556,2024-01-01
USDT,1.000909034223043,2024-01-02
USDT,1.002023685817241,2024-01-03
USDT,1.0009240838217568,2024-01-04
USDT,1.0008126796412178,2024-01-05
USDT,1.00069990180306,2024-01-06
USDT,1.000542274168656,2024-01-07
USDT,1.001824495701778,2024-01-08
USDT,1.000505964337999,2024-01-09
USDT,1.0002154919010118,2024-01-10
USDT,1.0000343283156683,2024-01-11
USDT,0.998779804520694,2024-01-12
USDT,1.0011501904577875,2024-01-13
USDT,1.0006854051527363,2024-01-14
USDT,0.9960999129354436,2024-01-15
USDT,0.999896867073416,2024-01-16
USDT,0.9998846482989456,2024-01-17
USDT,0.9995282598923106,2024-01-18
USDT,0.9990130296352836,2024-01-19
USDT,0.9993279554380636,2024-01-20
USDT,0.9988153955779208,2024-01-21
USDT,0.9991022727496548,2024-01-22
USDT,0.9971600088639734,2024-01-23
USDT,1.0005726634492442,2024-01-24
USDT,0.999236969374404,2024-01-25
USDT,1.000111156901668,2024-01-26
USDT,0.9996696253995254,2024-01-27
USDT,0.999860950522914,2024-01-28
USDT,0.9996846114552034,2024-01-29
USDT,0.999944512390282,2024-01-30
USDT,1.0007350796461727,2024-01-31
USDT,0.9990851477081584,2024-02-01
USDT,1.0000048814115785,2024-02-02
USDT,0.9997553294719826,2024-02-03
USDT,0.999990640968466,2024-02-04
USDT,1.0000186393526844,2024-02-05
USDT,0.9988486065199284,2024-02-06
USDT,0.9993406508491822,2024-02-07
USDT,1.0004037079295542,2024-02-08
USDT,0.999985252650074,2024-02-09
USDT,1.0003389897661994,2024-02-10
USDT,1.0000819607776852,2024-02-11
USDT,1.0004707793459338,2024-02-12
USDT,1.0007210568060876,2024-02-13
USDT,1.0009729405293604,2024-02-14
USDT,1.0000914946550097,2024-02-15
USDT,1.001264997347609,2024-02-16
USDT,1.0010989719188783,2024-02-17
USDT,1.0006064693360464,2024-02-18
USDT,1.001025374982749,2024-02-19
USDT,0.9998723795736728,2024-02-20
USDT,1.000462273681916,2024-02-21
USDT,1.0011042014887066,2024-02-22
USDT,0.9997263111779144,2024-02-23
USDT,0.9997398041822496,2024-02-24
USDT,0.9994367735443332,2024-02-25
USDT,0.9999903409311448,2024-02-26
USDT,1.000174328314916,2024-02-27
USDT,1.0004654800932216,2024-02-28
USDT,0.9987771269645076,2024-02-29
USDT,0.9988416427735146,2024-03-01
USDT,1.0003308583515942,2024-03-02
USDT,1.0007521176735037,2024-03-03
USDT,1.0014440750554967,2024-03-04
USDT,1.0024337194410116,2024-03-05
USDT,1.0014738136077783,2024-03-06
USDT,1.001472457110421,2024-03-07
USDT,1.0002304133689763,2024-03-08
USDT,1.002569502505803,2024-03-09
USDT,1.0021806192717075,2024-03-10
USDT,1.0015198329324035,2024-03-11
USDT,0.9999798719668868,2024-03-12
USDT,0.9998749033865928,2024-03-13
USDT,1.0004666013139432,2024-03-14
USDT,0.9991294912124172,2024-03-15
USDT,0.9990811612809616,2024-03-16
USDT,0.9972592102773152,2024-03-17
USDT,0.9998303800071008,2024-03-18
USDT,0.9990962954791072,2024-03-19
USDT,1.0000728025791887,2024-03-20
USDT,0.9990823441869328,2024-03-21
USDT,1.0009480044520769,2024-03-22
USDT,0.9993189959907014,2024-03-23
USDT,1.00041585801675,2024-03-24
USDT,0.9994408019027614,2024-03-25
USDT,1.0005565654151545,2024-03-26
USDT,0.9994972526785616,2024-03-27
USDT,1.0004098345755474,2024-03-28
USDT,1.0006183070582946,2024-03-29
USDT,1.0009324913047557,2024-03-30
USDT,0.9998360530623426,2024-03-31
USDT,1.000284752622026,2024-04-01
USDT,0.9998535001118348,2024-04-02
USDT,1.000180053202943,2024-04-03
USDT,0.9997560212082648,2024-04-04
USDT,1.0003909757664344,2024-04-05
USDT,1.0034293121410232,2024-04-06
USDT,0.9991199625368257,2024-04-07
USDT,0.9996046121457324,2024-04-08
USDT,0.9996786726936236,2024-04-09
USDT,1.0000358687488151,2024-04-10
USDT,1.000266579797747,2024-04-11
USDT,1.0001846819099875,2024-04-12
USDT,1.0026435444572832,2024-04-13
USDT,1.0010288410271921,2024-04-14
USDT,1.00004441868487,2024-04-15
USDT,1.0005110044421688,2024-04-16
USDT,1.0003287848813092,2024-04-17
USDT,1.0003718303151696,2024-04-18
USDT,1.0004018415799563,2024-04-19
USDT,1.0004463192955129,2024-04-20
USDT,1.0001682026171117,2024-04-21
USDT,1.0003835487570203,2024-04-22
